ShipmentID,OrderID,WarehouseID,Carrier,ServiceLevel,PromisedDate,ShipDate,DeliveryDate,ShipCost$,DeliveryStatus
SH000287,O000287,W01,FedEx,Std,2025-12-03,2025-11-29,2025-12-04,5.38,Late
SH000288,O000288,W04,DHL,BOPIS,2025-12-05,2025-12-07,2025-12-07,0.0,Late
SH000289,O000289,W04,DHL,Std,2025-12-17,2025-12-13,2025-12-18,7.9,Late
SH000290,O000290,W03,UPS,Std,2025-11-09,2025-11-06,2025-11-11,11.08,Late
SH000291,O000291,W04,USPS,Std,2025-12-31,2025-12-26,2026-01-01,7.92,Late
SH000292,O000292,W04,USPS,Std,2026-01-02,2025-12-29,2026-01-03,11.35,Late
SH000293,O000293,W02,FedEx,Std,2025-12-05,2025-12-01,2025-12-05,11.21,OnTime
SH000294,O000294,W01,USPS,Expedited,2025-12-27,2025-12-24,2025-12-27,13.24,OnTime
SH000295,O000295,W02,FedEx,Std,2025-12-25,2025-12-22,2025-12-29,11.4,Late
SH000296,O000296,W02,USPS,Std,2025-12-06,2025-12-03,2025-12-10,5.4,Late
SH000297,O000297,W04,FedEx,Overnight,2025-12-23,2025-12-22,2025-12-23,22.87,OnTime
SH000298,O000298,W01,UPS,Expedited,2025-12-25,2025-12-24,2025-12-29,15.23,Late
SH000299,O000299,W03,UPS,Expedited,2025-11-21,2025-11-20,2025-11-22,12.5,Late
SH000300,O000300,W04,DHL,Expedited,2025-11-28,2025-11-27,2025-11-30,12.03,Late
SH000301,O000301,W04,FedEx,Std,2025-11-13,2025-11-10,2025-11-14,6.09,Late
SH000302,O000302,W03,FedEx,Std,2025-12-30,2025-12-27,2025-12-31,8.61,Late
SH000303,O000303,W05,DHL,Std,2025-12-27,2025-12-23,2025-12-28,7.16,Late
SH000304,O000304,W02,UPS,Std,2025-12-23,2025-12-19,2025-12-23,5.73,OnTime
SH000305,O000305,W03,UPS,Std,2025-12-01,2025-11-26,2025-12-03,5.14,Late
SH000306,O000306,W02,USPS,Std,2026-01-06,2026-01-01,2026-01-05,7.92,OnTime
SH000307,O000307,W01,FedEx,Expedited,2025-12-13,2025-12-12,2025-12-14,17.93,Late
SH000308,O000308,W02,UPS,Std,2025-12-03,2025-11-30,2025-12-05,10.8,Late
SH000309,O000309,W05,UPS,Std,2025-12-20,2025-12-17,2025-12-23,10.68,Late
SH000310,O000310,W01,USPS,Overnight,2025-12-28,2025-12-27,2025-12-28,21.13,OnTime
SH000311,O000311,W01,FedEx,Expedited,2025-12-27,2025-12-26,2025-12-28,19.35,Late
SH000312,O000312,W05,DHL,BOPIS,2025-12-11,2025-12-12,2025-12-12,0.0,Late
SH000313,O000313,W01,USPS,Std,2025-11-07,2025-11-03,2025-11-09,8.65,Late
SH000314,O000314,W04,FedEx,Std,2025-11-29,2025-11-24,2025-11-29,10.77,OnTime
SH000315,O000315,W05,FedEx,BOPIS,2025-11-28,2025-11-29,2025-11-29,0.0,Late
SH000316,O000316,W05,DHL,Std,2025-12-03,2025-11-29,2025-12-06,10.35,Late
SH000317,O000317,W01,FedEx,Std,2025-12-13,2025-12-09,2025-12-14,9.5,Late
SH000318,O000318,W05,DHL,Std,2025-12-25,2025-12-20,2025-12-24,7.89,OnTime
SH000319,O000319,W03,DHL,Std,2025-12-24,2025-12-21,2025-12-27,6.89,Late
SH000320,O000320,W05,FedEx,Std,2025-11-08,2025-11-03,2025-11-07,11.22,OnTime
SH000321,O000321,W01,FedEx,Expedited,2025-12-23,2025-12-21,2025-12-24,11.43,Late
SH000322,O000322,W03,FedEx,Std,2025-12-22,2025-12-19,2025-12-24,9.23,Late
SH000323,O000323,W03,USPS,Expedited,2025-11-25,2025-11-22,2025-11-24,12.42,OnTime
SH000324,O000324,W03,USPS,Std,2026-01-03,2025-12-30,2026-01-05,10.08,Late
SH000325,O000325,W02,UPS,Std,2025-11-22,2025-11-19,2025-11-24,6.56,Late
SH000326,O000326,W05,USPS,Expedited,2025-11-27,2025-11-24,2025-11-27,16.6,OnTime
SH000327,O000327,W04,USPS,Std,2025-12-29,2025-12-26,2026-01-02,5.52,Late
SH000328,O000328,W04,UPS,Overnight,2026-01-05,2026-01-05,2026-01-06,20.31,Late
SH000329,O000329,W03,DHL,Std,2025-12-12,2025-12-09,2025-12-15,6.38,Late
SH000330,O000330,W03,FedEx,Expedited,2025-12-23,2025-12-22,2025-12-24,13.93,Late
SH000331,O000331,W03,USPS,Expedited,2025-11-04,2025-11-03,2025-11-06,11.06,Late
SH000332,O000332,W04,DHL,Std,2025-12-03,2025-11-28,2025-12-02,10.65,OnTime
SH000333,O000333,W04,FedEx,Expedited,2025-11-21,2025-11-20,2025-11-22,10.62,Late
SH000334,O000334,W05,DHL,BOPIS,2025-11-21,2025-11-22,2025-11-22,0.0,Late
SH000335,O000335,W02,USPS,Expedited,2025-11-26,2025-11-25,2025-11-28,12.49,Late
SH000336,O000336,W01,FedEx,Expedited,2025-11-28,2025-11-26,2025-11-28,13.32,OnTime
SH000337,O000337,W03,UPS,Expedited,2025-12-13,2025-12-10,2025-12-12,17.8,OnTime
SH000338,O000338,W02,UPS,Expedited,2025-12-27,2025-12-26,2025-12-29,11.0,Late
SH000339,O000339,W02,FedEx,Std,2025-12-19,2025-12-16,2025-12-22,6.68,Late
SH000340,O000340,W02,UPS,BOPIS,2025-12-22,2025-12-24,2025-12-24,0.0,Late
SH000341,O000341,W03,FedEx,Std,2025-12-04,2025-11-29,2025-12-03,7.31,OnTime
SH000342,O000342,W02,DHL,Overnight,2025-12-02,2025-12-03,2025-12-04,22.42,Late
SH000343,O000343,W02,UPS,Std,2026-01-09,2026-01-05,2026-01-12,5.09,Late
SH000344,O000344,W01,FedEx,Expedited,2025-12-04,2025-12-02,2025-12-05,13.38,Late
SH000345,O000345,W01,FedEx,Std,2025-12-06,2025-12-03,2025-12-08,4.27,Late
SH000346,O000346,W02,USPS,Std,2025-12-13,2025-12-08,2025-12-13,6.82,OnTime
SH000347,O000347,W05,FedEx,Expedited,2025-12-11,2025-12-09,2025-12-11,10.18,OnTime
SH000348,O000348,W01,UPS,Std,2025-12-31,2025-12-26,2026-01-02,5.75,Late
SH000349,O000349,W01,USPS,BOPIS,2025-11-10,2025-11-10,2025-11-10,0.0,OnTime
SH000350,O000350,W05,UPS,Std,2025-12-03,2025-11-28,2025-12-04,4.56,Late
SH000351,O000351,W05,USPS,Std,2025-12-03,2025-11-30,2025-12-04,7.72,Late
SH000352,O000352,W03,USPS,Overnight,2025-11-17,2025-11-18,2025-11-19,22.74,Late
SH000353,O000353,W05,USPS,Std,2025-12-06,2025-12-02,2025-12-09,7.12,Late
SH000354,O000354,W01,UPS,Std,2025-12-06,2025-12-03,2025-12-10,11.13,Late
SH000355,O000355,W02,USPS,Expedited,2025-12-01,2025-11-28,2025-11-30,13.11,OnTime
SH000356,O000356,W02,USPS,Std,2026-01-02,2025-12-30,2026-01-06,6.28,Late
SH000357,O000357,W05,UPS,Std,2025-11-06,2025-11-02,2025-11-07,7.8,Late
SH000358,O000358,W01,UPS,Overnight,2025-11-29,2025-11-28,2025-11-29,32.77,OnTime
SH000359,O000359,W01,DHL,Overnight,2025-11-29,2025-11-30,2025-12-01,29.36,Late
SH000360,O000360,W05,FedEx,Std,2025-12-04,2025-11-29,2025-12-06,11.26,Late
SH000361,O000361,W01,USPS,Overnight,2025-12-21,2025-12-20,2025-12-21,25.25,OnTime
SH000362,O000362,W02,DHL,Std,2025-12-26,2025-12-23,2025-12-27,5.87,Late
SH000363,O000363,W03,FedEx,Expedited,2026-01-01,2025-12-31,2026-01-03,17.62,Late
SH000364,O000364,W01,USPS,Expedited,2025-11-04,2025-11-02,2025-11-05,10.58,Late
SH000365,O000365,W02,FedEx,Expedited,2025-11-18,2025-11-17,2025-11-20,9.1,Late
SH000366,O000366,W04,USPS,Std,2025-12-10,2025-12-07,2025-12-13,9.1,Late
SH000367,O000367,W01,FedEx,Std,2025-12-29,2025-12-26,2026-01-01,8.27,Late
SH000368,O000368,W05,UPS,Expedited,2025-11-14,2025-11-13,2025-11-15,18.82,Late
SH000369,O000369,W02,UPS,Std,2025-12-06,2025-12-01,2025-12-05,8.35,OnTime
SH000370,O000370,W01,USPS,Overnight,2025-11-09,2025-11-10,2025-11-11,22.4,Late
SH000371,O000371,W01,UPS,Expedited,2025-11-04,2025-11-01,2025-11-03,18.42,OnTime
SH000372,O000372,W01,FedEx,Std,2025-12-09,2025-12-05,2025-12-09,7.99,OnTime
SH000373,O000373,W01,FedEx,Std,2025-11-17,2025-11-12,2025-11-16,5.07,OnTime
SH000374,O000374,W01,USPS,Std,2026-01-10,2026-01-07,2026-01-12,6.81,Late
SH000375,O000375,W02,USPS,Std,2025-12-01,2025-11-28,2025-12-05,10.99,Late
SH000376,O000376,W01,USPS,Std,2025-12-29,2025-12-25,2025-12-30,4.46,Late
SH000377,O000377,W04,FedEx,Expedited,2025-12-16,2025-12-13,2025-12-16,10.33,OnTime
SH000378,O000378,W04,USPS,Expedited,2025-12-01,2025-11-29,2025-12-02,18.13,Late
SH000379,O000379,W02,DHL,Std,2025-12-12,2025-12-09,2025-12-13,5.7,Late
SH000380,O000380,W01,DHL,Std,2025-12-27,2025-12-24,2025-12-31,11.24,Late
SH000381,O000381,W03,DHL,Std,2025-11-25,2025-11-21,2025-11-28,9.39,Late
SH000382,O000382,W04,USPS,Std,2025-11-17,2025-11-12,2025-11-18,9.93,Late
SH000383,O000383,W02,UPS,Std,2025-12-25,2025-12-22,2025-12-29,6.8,Late
SH000384,O000384,W02,UPS,Expedited,2025-11-16,2025-11-13,2025-11-16,19.89,OnTime
SH000385,O000385,W03,FedEx,Std,2025-11-12,2025-11-09,2025-11-15,7.07,Late
SH000386,O000386,W05,UPS,Expedited,2025-12-01,2025-11-29,2025-12-02,13.86,Late
SH000387,O000387,W04,DHL,Std,2025-12-01,2025-11-27,2025-12-03,10.11,Late
SH000388,O000388,W02,FedEx,Std,2025-11-22,2025-11-18,2025-11-25,6.46,Late
SH000389,O000389,W02,DHL,Std,2025-12-01,2025-11-27,2025-12-01,8.33,OnTime
SH000390,O000390,W04,UPS,Std,2025-12-09,2025-12-06,2025-12-11,5.85,Late
SH000391,O000391,W05,UPS,Overnight,2025-12-02,2025-12-02,2025-12-03,27.73,Late
SH000392,O000392,W01,DHL,Overnight,2025-12-24,2025-12-25,2025-12-26,31.84,Late
SH000393,O000393,W05,FedEx,Std,2025-12-27,2025-12-24,2025-12-29,9.65,Late
SH000394,O000394,W03,UPS,Std,2026-01-05,2025-12-31,2026-01-06,6.0,Late
SH000395,O000395,W03,UPS,Expedited,2025-12-26,2025-12-24,2025-12-27,14.06,Late
SH000396,O000396,W04,DHL,Std,2025-12-06,2025-12-01,2025-12-05,6.81,OnTime
SH000397,O000397,W02,FedEx,Std,2025-12-06,2025-12-01,2025-12-05,7.78,OnTime
SH000398,O000398,W02,FedEx,Expedited,2025-11-27,2025-11-26,2025-11-28,16.06,Late
SH000399,O000399,W05,FedEx,Std,2025-12-28,2025-12-25,2025-12-29,7.4,Late
SH000400,O000400,W03,USPS,Overnight,2025-11-29,2025-11-30,2025-12-01,25.53,Late
SH000401,O000401,W01,FedEx,Expedited,2025-11-22,2025-11-19,2025-11-22,15.81,OnTime
SH000402,O000402,W05,UPS,Std,2025-11-11,2025-11-07,2025-11-12,9.96,Late
SH000403,O000403,W03,USPS,Expedited,2025-11-21,2025-11-18,2025-11-20,13.52,OnTime
SH000404,O000404,W02,FedEx,Std,2025-11-18,2025-11-14,2025-11-18,5.36,OnTime
SH000405,O000405,W01,UPS,Std,2025-12-28,2025-12-24,2025-12-30,10.91,Late
SH000406,O000406,W02,USPS,Expedited,2025-11-08,2025-11-06,2025-11-09,11.74,Late
SH000407,O000407,W02,USPS,Std,2025-12-06,2025-12-01,2025-12-08,7.94,Late
SH000408,O000408,W05,USPS,Std,2026-01-03,2025-12-30,2026-01-04,10.59,Late
SH000409,O000409,W04,FedEx,Std,2025-12-05,2025-12-02,2025-12-09,7.86,Late
SH000410,O000410,W03,DHL,Std,2025-12-18,2025-12-14,2025-12-20,4.5,Late
SH000411,O000411,W02,USPS,Expedited,2025-11-28,2025-11-26,2025-11-28,15.39,OnTime
SH000412,O000412,W03,FedEx,Std,2025-11-28,2025-11-24,2025-11-28,9.83,OnTime
SH000413,O000413,W03,UPS,Std,2025-12-03,2025-11-28,2025-12-05,5.67,Late
SH000414,O000414,W01,USPS,Std,2025-12-28,2025-12-24,2025-12-31,11.75,Late
SH000415,O000415,W05,DHL,Std,2025-12-01,2025-11-27,2025-12-04,7.67,Late
SH000416,O000416,W04,DHL,Expedited,2025-12-07,2025-12-04,2025-12-07,12.07,OnTime
SH000417,O000417,W02,UPS,Expedited,2025-12-30,2025-12-29,2025-12-31,12.83,Late
SH000418,O000418,W02,DHL,Std,2025-11-30,2025-11-26,2025-11-30,5.06,OnTime
SH000419,O000419,W01,DHL,Std,2025-11-13,2025-11-09,2025-11-13,6.0,OnTime
SH000420,O000420,W03,USPS,Std,2025-12-14,2025-12-11,2025-12-18,7.46,Late
SH000421,O000421,W03,DHL,Std,2025-11-27,2025-11-24,2025-11-29,5.28,Late
SH000422,O000422,W03,UPS,Std,2025-12-14,2025-12-09,2025-12-16,8.26,Late
SH000423,O000423,W05,UPS,Overnight,2026-01-01,2026-01-01,2026-01-02,32.15,Late
SH000424,O000424,W02,USPS,Std,2025-12-06,2025-12-01,2025-12-07,11.46,Late
SH000425,O000425,W01,UPS,Std,2025-11-20,2025-11-15,2025-11-19,10.05,OnTime
SH000426,O000426,W03,USPS,Overnight,2025-11-17,2025-11-17,2025-11-18,33.84,Late
SH000427,O000427,W01,UPS,Expedited,2025-11-27,2025-11-24,2025-11-26,12.9,OnTime
SH000428,O000428,W05,UPS,Std,2025-12-10,2025-12-05,2025-12-11,8.99,Late
SH000429,O000429,W03,UPS,Std,2025-11-20,2025-11-15,2025-11-20,11.1,OnTime
SH000430,O000430,W03,FedEx,Std,2025-12-01,2025-11-26,2025-12-01,9.01,OnTime
SH000431,O000431,W05,UPS,Std,2025-12-27,2025-12-23,2025-12-27,5.58,OnTime
SH000432,O000432,W01,FedEx,Expedited,2025-12-04,2025-12-02,2025-12-04,10.15,OnTime
SH000433,O000433,W01,UPS,BOPIS,2025-11-28,2025-11-29,2025-11-29,0.0,Late
SH000434,O000434,W01,UPS,Overnight,2025-11-30,2025-11-29,2025-11-30,26.19,OnTime
SH000435,O000435,W02,UPS,Std,2025-12-15,2025-12-10,2025-12-17,9.36,Late
SH000436,O000436,W03,DHL,Std,2025-12-28,2025-12-23,2025-12-29,9.83,Late
SH000437,O000437,W01,FedEx,Std,2025-12-03,2025-11-29,2025-12-06,8.51,Late
SH000438,O000438,W02,FedEx,Std,2025-11-12,2025-11-09,2025-11-13,7.41,Late
SH000439,O000439,W01,FedEx,Std,2025-12-15,2025-12-11,2025-12-17,9.2,Late
SH000440,O000440,W04,DHL,Std,2025-12-26,2025-12-22,2025-12-29,9.92,Late
SH000441,O000441,W01,DHL,Expedited,2025-12-04,2025-12-03,2025-12-05,17.08,Late
SH000442,O000442,W01,UPS,Overnight,2025-12-30,2025-12-30,2025-12-31,25.47,Late
SH000443,O000443,W01,USPS,Std,2025-12-29,2025-12-26,2026-01-01,4.85,Late
SH000444,O000444,W05,UPS,Std,2025-12-03,2025-11-28,2025-12-02,6.09,OnTime
SH000445,O000445,W05,FedEx,Std,2025-12-03,2025-11-29,2025-12-06,5.86,Late
SH000446,O000446,W05,USPS,Std,2025-12-09,2025-12-04,2025-12-11,9.01,Late
SH000447,O000447,W04,DHL,Std,2025-12-05,2025-11-30,2025-12-04,8.56,OnTime
SH000448,O000448,W01,UPS,Std,2025-12-05,2025-11-30,2025-12-06,9.83,Late
SH000449,O000449,W01,UPS,Std,2025-12-29,2025-12-24,2026-01-03,4.69,Late
SH000450,O000450,W02,FedEx,Std,2025-11-07,2025-11-02,2025-11-06,6.83,OnTime
SH000451,O000451,W01,USPS,Std,2025-11-30,2025-11-26,2025-11-30,8.3,OnTime
SH000452,O000452,W05,FedEx,Expedited,2025-12-31,2025-12-29,2025-12-31,13.54,OnTime
SH000453,O000453,W03,FedEx,BOPIS,2025-11-10,2025-11-11,2025-11-11,0.0,Late
SH000454,O000454,W05,DHL,BOPIS,2025-12-22,2025-12-24,2025-12-24,0.0,Late
SH000455,O000455,W01,USPS,Std,2025-12-27,2025-12-22,2025-12-27,11.6,OnTime
SH000456,O000456,W01,DHL,Std,2025-11-30,2025-11-26,2025-12-02,5.78,Late
SH000457,O000457,W05,DHL,Std,2025-12-31,2025-12-26,2025-12-31,4.5,OnTime
SH000458,O000458,W03,DHL,Expedited,2025-11-19,2025-11-18,2025-11-20,9.08,Late
SH000459,O000459,W04,USPS,Std,2025-12-28,2025-12-23,2026-01-02,6.03,Late
SH000460,O000460,W05,USPS,Std,2025-11-07,2025-11-03,2025-11-07,10.05,OnTime
SH000461,O000461,W05,USPS,BOPIS,2025-11-24,2025-11-26,2025-11-26,0.0,Late
SH000462,O000462,W01,USPS,Overnight,2025-12-07,2025-12-07,2025-12-08,33.26,Late
SH000463,O000463,W05,FedEx,Expedited,2025-12-01,2025-11-30,2025-12-02,12.36,Late
SH000464,O000464,W05,DHL,Std,2025-11-10,2025-11-05,2025-11-09,8.93,OnTime
SH000465,O000465,W01,UPS,Overnight,2025-12-02,2025-12-01,2025-12-02,25.96,OnTime
SH000466,O000466,W01,UPS,Std,2025-11-30,2025-11-25,2025-11-30,9.67,OnTime
SH000467,O000467,W05,UPS,Std,2025-12-27,2025-12-24,2025-12-30,11.4,Late
SH000468,O000468,W04,USPS,Expedited,2025-12-26,2025-12-24,2025-12-26,19.07,OnTime
SH000469,O000469,W04,UPS,Std,2025-12-01,2025-11-26,2025-12-03,7.44,Late
SH000470,O000470,W02,DHL,Std,2025-11-17,2025-11-12,2025-11-19,7.81,Late
SH000471,O000471,W04,FedEx,Overnight,2025-12-17,2025-12-16,2025-12-17,34.18,OnTime
SH000472,O000472,W04,FedEx,Std,2025-12-16,2025-12-13,2025-12-19,4.82,Late
SH000473,O000473,W04,FedEx,Std,2025-12-28,2025-12-25,2025-12-31,10.29,Late
SH000474,O000474,W03,USPS,Expedited,2025-12-04,2025-12-02,2025-12-05,18.31,Late
SH000475,O000475,W05,DHL,Std,2025-12-03,2025-11-30,2025-12-07,5.54,Late
SH000476,O000476,W02,DHL,Overnight,2025-11-29,2025-11-28,2025-11-29,28.04,OnTime
SH000477,O000477,W02,DHL,Std,2025-12-04,2025-11-30,2025-12-07,4.2,Late
SH000478,O000478,W01,DHL,Std,2025-12-04,2025-11-29,2025-12-05,4.02,Late
SH000479,O000479,W04,UPS,Std,2025-12-05,2025-12-02,2025-12-08,6.86,Late
SH000480,O000480,W04,DHL,BOPIS,2025-11-24,2025-11-25,2025-11-25,0.0,Late
SH000481,O000481,W01,FedEx,Overnight,2025-12-15,2025-12-15,2025-12-16,24.55,Late
SH000482,O000482,W01,UPS,Std,2026-01-07,2026-01-03,2026-01-08,5.12,Late
SH000483,O000483,W02,DHL,Expedited,2026-01-02,2025-12-30,2026-01-01,16.81,OnTime
SH000484,O000484,W03,UPS,Std,2025-12-20,2025-12-17,2025-12-23,9.37,Late
SH000485,O000485,W03,FedEx,Expedited,2025-12-28,2025-12-25,2025-12-30,12.75,Late
SH000486,O000486,W03,UPS,Std,2025-12-01,2025-11-26,2025-11-30,4.97,OnTime
SH000487,O000487,W05,USPS,Std,2025-12-13,2025-12-09,2025-12-14,11.16,Late
SH000488,O000488,W03,UPS,Std,2025-12-06,2025-12-02,2025-12-07,4.84,Late
SH000489,O000489,W05,DHL,Std,2025-12-03,2025-11-29,2025-12-05,4.49,Late
SH000490,O000490,W04,FedEx,Expedited,2025-12-06,2025-12-04,2025-12-06,14.84,OnTime
SH000491,O000491,W05,UPS,Std,2025-11-29,2025-11-25,2025-12-02,4.74,Late
SH000492,O000492,W03,USPS,Std,2026-01-06,2026-01-03,2026-01-08,4.99,Late
SH000493,O000493,W01,FedEx,Std,2025-12-06,2025-12-02,2025-12-07,5.19,Late
SH000494,O000494,W01,DHL,Overnight,2025-12-10,2025-12-11,2025-12-12,26.47,Late
SH000495,O000495,W02,USPS,Overnight,2025-11-06,2025-11-06,2025-11-07,21.79,Late
SH000496,O000496,W05,DHL,Std,2025-12-12,2025-12-09,2025-12-15,9.36,Late
SH000497,O000497,W05,DHL,Std,2025-12-21,2025-12-17,2025-12-23,9.39,Late
SH000498,O000498,W04,DHL,Std,2025-12-27,2025-12-23,2026-01-02,6.38,Late
SH000499,O000499,W02,DHL,Std,2025-11-29,2025-11-26,2025-11-30,8.03,Late
SH000500,O000500,W01,UPS,Std,2025-12-05,2025-11-30,2025-12-04,5.6,OnTime
SH000501,O000501,W01,DHL,Std,2025-11-24,2025-11-19,2025-11-26,11.67,Late
SH000502,O000502,W01,USPS,Std,2026-01-08,2026-01-04,2026-01-10,8.24,Late
SH000503,O000503,W01,FedEx,BOPIS,2025-11-15,2025-11-17,2025-11-17,0.0,Late
SH000504,O000504,W04,DHL,Std,2025-11-12,2025-11-08,2025-11-15,10.12,Late
SH000505,O000505,W04,UPS,Expedited,2025-12-01,2025-11-30,2025-12-02,17.75,Late
SH000506,O000506,W03,DHL,Expedited,2025-12-31,2025-12-29,2026-01-01,9.48,Late
SH000507,O000507,W01,UPS,Expedited,2025-12-24,2025-12-21,2025-12-24,13.52,OnTime
SH000508,O000508,W02,DHL,BOPIS,2025-12-27,2025-12-27,2025-12-27,0.0,OnTime
SH000509,O000509,W03,DHL,Expedited,2025-11-29,2025-11-26,2025-11-28,14.94,OnTime
SH000510,O000510,W03,UPS,Std,2025-12-06,2025-12-01,2025-12-05,10.63,OnTime
SH000511,O000511,W02,FedEx,Std,2025-11-29,2025-11-24,2025-11-29,8.0,OnTime
SH000512,O000512,W04,FedEx,Std,2025-12-18,2025-12-14,2025-12-19,6.51,Late
SH000513,O000513,W03,FedEx,Expedited,2025-12-01,2025-11-28,2025-11-30,17.66,OnTime
SH000514,O000514,W01,FedEx,Std,2025-11-08,2025-11-05,2025-11-12,11.94,Late
SH000515,O000515,W03,DHL,Std,2025-11-14,2025-11-11,2025-11-17,10.31,Late
SH000516,O000516,W02,DHL,Std,2025-12-03,2025-11-29,2025-12-03,10.42,OnTime
SH000517,O000517,W02,DHL,Std,2025-12-30,2025-12-27,2026-01-05,6.37,Late
SH000518,O000518,W03,UPS,Std,2026-01-09,2026-01-05,2026-01-09,5.47,OnTime
SH000519,O000519,W05,UPS,Std,2025-12-06,2025-12-01,2025-12-05,8.24,OnTime
SH000520,O000520,W03,DHL,Expedited,2026-01-03,2026-01-01,2026-01-03,13.48,OnTime
SH000521,O000521,W02,USPS,Std,2025-12-03,2025-11-30,2025-12-07,8.69,Late
SH000522,O000522,W01,UPS,Std,2025-12-03,2025-11-28,2025-12-05,9.06,Late
SH000523,O000523,W05,FedEx,Std,2025-12-06,2025-12-01,2025-12-05,4.75,OnTime
SH000524,O000524,W04,UPS,Std,2026-01-06,2026-01-01,2026-01-06,10.58,OnTime
SH000525,O000525,W02,FedEx,Overnight,2025-12-02,2025-12-03,2025-12-04,32.69,Late
SH000526,O000526,W03,DHL,Std,2025-12-29,2025-12-25,2026-01-01,6.41,Late
SH000527,O000527,W05,FedEx,Std,2025-12-06,2025-12-03,2025-12-10,7.05,Late
SH000528,O000528,W03,UPS,Std,2025-12-06,2025-12-03,2025-12-10,8.73,Late
SH000529,O000529,W03,UPS,Expedited,2025-11-10,2025-11-07,2025-11-10,11.28,OnTime
SH000530,O000530,W01,FedEx,Std,2025-11-30,2025-11-25,2025-11-30,7.65,OnTime
SH000531,O000531,W01,UPS,Expedited,2025-12-01,2025-11-30,2025-12-02,13.67,Late
SH000532,O000532,W02,FedEx,Expedited,2025-12-17,2025-12-14,2025-12-16,13.38,OnTime
SH000533,O000533,W04,DHL,Expedited,2026-01-02,2025-12-31,2026-01-03,17.73,Late
SH000534,O000534,W02,UPS,Expedited,2025-12-10,2025-12-07,2025-12-09,17.61,OnTime
SH000535,O000535,W03,FedEx,Overnight,2025-11-27,2025-11-27,2025-11-28,28.96,Late
SH000536,O000536,W01,UPS,Std,2025-12-06,2025-12-01,2025-12-05,5.74,OnTime
SH000537,O000537,W01,FedEx,BOPIS,2025-12-24,2025-12-24,2025-12-24,0.0,OnTime
SH000538,O000538,W03,USPS,Expedited,2025-12-14,2025-12-11,2025-12-13,14.25,OnTime
SH000539,O000539,W05,USPS,Expedited,2025-11-11,2025-11-10,2025-11-13,13.4,Late
SH000540,O000540,W04,USPS,Std,2026-01-05,2026-01-01,2026-01-05,5.55,OnTime
SH000541,O000541,W02,FedEx,Expedited,2025-12-30,2025-12-27,2025-12-29,14.46,OnTime
SH000542,O000542,W05,UPS,Expedited,2025-12-01,2025-11-28,2025-11-30,15.84,OnTime
SH000543,O000543,W01,FedEx,Std,2025-12-27,2025-12-23,2025-12-27,11.07,OnTime
SH000544,O000544,W05,DHL,Expedited,2025-12-25,2025-12-23,2025-12-25,16.57,OnTime
SH000545,O000545,W05,DHL,BOPIS,2025-12-25,2025-12-26,2025-12-26,0.0,Late
SH000546,O000546,W02,DHL,Std,2025-12-28,2025-12-23,2025-12-29,11.39,Late
SH000547,O000547,W01,USPS,Std,2025-12-21,2025-12-17,2025-12-21,11.13,OnTime
SH000548,O000548,W01,UPS,Std,2025-12-03,2025-11-28,2025-12-02,4.78,OnTime
SH000549,O000549,W03,FedEx,Expedited,2026-01-02,2025-12-31,2026-01-02,11.75,OnTime
SH000550,O000550,W05,UPS,Std,2025-12-04,2025-12-01,2025-12-08,8.39,Late
SH000551,O000551,W02,UPS,Std,2025-11-07,2025-11-03,2025-11-09,7.7,Late
SH000552,O000552,W01,DHL,Std,2025-11-20,2025-11-15,2025-11-20,4.38,OnTime
SH000553,O000553,W03,DHL,Overnight,2025-12-24,2025-12-24,2025-12-25,31.07,Late
SH000554,O000554,W02,USPS,Expedited,2025-12-04,2025-12-01,2025-12-04,9.06,OnTime
SH000555,O000555,W03,DHL,Overnight,2025-12-12,2025-12-11,2025-12-12,29.08,OnTime
SH000556,O000556,W04,DHL,Std,2025-12-03,2025-11-28,2025-12-04,4.62,Late
SH000557,O000557,W03,FedEx,Std,2025-12-01,2025-11-27,2025-12-02,11.73,Late
SH000558,O000558,W05,DHL,Expedited,2025-11-14,2025-11-11,2025-11-14,15.73,OnTime
SH000559,O000559,W02,DHL,BOPIS,2025-12-20,2025-12-21,2025-12-21,0.0,Late
SH000560,O000560,W01,USPS,Overnight,2025-12-23,2025-12-23,2025-12-24,22.93,Late
SH000561,O000561,W05,USPS,Expedited,2025-12-13,2025-12-12,2025-12-14,10.86,Late
SH000562,O000562,W03,UPS,Expedited,2025-12-23,2025-12-21,2025-12-24,13.7,Late
SH000563,O000563,W02,FedEx,BOPIS,2025-11-20,2025-11-21,2025-11-21,0.0,Late
SH000564,O000564,W04,USPS,BOPIS,2026-01-04,2026-01-04,2026-01-04,0.0,OnTime
SH000565,O000565,W02,UPS,Overnight,2025-12-20,2025-12-20,2025-12-21,24.65,Late
SH000566,O000566,W02,USPS,BOPIS,2025-12-09,2025-12-10,2025-12-10,0.0,Late
SH000567,O000567,W05,UPS,Expedited,2026-01-07,2026-01-05,2026-01-08,19.68,Late
SH000568,O000568,W01,USPS,Expedited,2025-12-04,2025-12-02,2025-12-04,19.42,OnTime
SH000569,O000569,W05,DHL,Expedited,2025-11-13,2025-11-10,2025-11-13,19.02,OnTime
SH000570,O000570,W01,FedEx,Overnight,2025-11-26,2025-11-25,2025-11-26,31.99,OnTime
SH000571,O000571,W04,DHL,Overnight,2026-01-01,2026-01-02,2026-01-03,28.84,Late
