ReturnID,OrderLineID,ReturnDate,ReasonCode,Condition,Refund$,RestockFee$,ReturnShipCost$,Disposition
R0000320,OL0002669,2025-12-09,Wrong Size,New,486.02,6.64,4.81,Resell
R0000321,OL0002672,2025-12-23,Late Delivery,New,67.09,5.6,5.02,Resell
R0000322,OL0002680,2025-12-27,Wrong Size,New,75.3,1.45,7.47,Resell
R0000323,OL0002687,2026-02-02,Defective,Opened,409.34,7.72,1.2,Write-off
R0000324,OL0002691,2025-12-11,Wrong Size,New,87.22,8.67,0.61,Resell
R0000325,OL0002692,2025-12-15,Wrong Size,Damaged,458.36,2.67,4.53,Write-off
R0000326,OL0002694,2025-12-19,Wrong Size,New,107.02,0.18,6.72,Resell
R0000327,OL0002706,2026-01-24,Changed Mind,New,1065.17,0.28,5.87,Resell
R0000328,OL0002729,2025-12-31,Defective,Opened,150.99,9.3,2.32,Write-off
R0000329,OL0002757,2025-11-23,Changed Mind,Opened,101.95,6.98,8.77,Write-off
R0000330,OL0002763,2025-12-21,Changed Mind,Opened,18.48,8.47,7.09,Write-off
R0000331,OL0002767,2025-12-26,Changed Mind,New,252.5,0.67,9.52,Resell
R0000332,OL0002770,2025-12-21,Changed Mind,New,143.98,6.32,3.3,Resell
R0000333,OL0002773,2025-12-04,Wrong Size,New,308.39,7.02,2.79,Resell
R0000334,OL0002784,2026-01-10,Wrong Size,New,497.16,5.75,2.26,Resell
R0000335,OL0002785,2026-01-04,Late Delivery,Opened,376.16,0.95,9.3,Write-off
R0000336,OL0002802,2025-12-19,Changed Mind,Opened,142.81,0.34,8.42,Write-off
R0000337,OL0002815,2025-12-11,Wrong Size,New,529.27,7.61,7.03,Resell
R0000338,OL0002822,2025-12-03,Defective,New,96.1,7.15,2.92,Resell
R0000339,OL0002826,2026-01-20,Late Delivery,New,273.63,1.69,6.36,Resell
R0000340,OL0002839,2025-12-04,Wrong Size,New,112.45,8.73,3.03,Resell
R0000341,OL0002844,2025-12-11,Wrong Size,New,108.71,7.98,5.54,Resell
R0000342,OL0002853,2025-12-26,Late Delivery,Opened,249.71,7.52,4.86,Write-off
R0000343,OL0002861,2025-12-05,Other,New,137.92,1.32,7.53,Resell
R0000344,OL0002868,2026-01-29,Other,Damaged,110.03,5.34,0.91,Write-off
R0000345,OL0002879,2025-12-11,Changed Mind,New,238.5,2.68,8.0,Resell
R0000346,OL0002895,2025-12-25,Wrong Size,New,185.56,4.43,8.63,Resell
R0000347,OL0002897,2025-11-28,Late Delivery,Opened,672.21,8.6,8.34,Write-off
R0000348,OL0002929,2026-01-11,Wrong Size,Opened,125.14,9.99,7.8,Write-off
R0000349,OL0002933,2025-12-24,Wrong Size,Opened,261.93,5.72,7.42,Write-off
R0000350,OL0002940,2025-12-06,Changed Mind,New,171.81,3.07,2.22,Resell
R0000351,OL0002941,2025-11-13,Defective,New,355.76,6.2,6.27,Resell
R0000352,OL0002951,2025-12-23,Defective,New,100.92,7.63,6.6,Resell
R0000353,OL0002953,2025-11-22,Defective,New,878.87,0.47,3.9,Resell
R0000354,OL0002956,2025-12-07,Changed Mind,Opened,37.49,2.52,8.63,Write-off
R0000355,OL0002968,2025-12-12,Wrong Size,Opened,9.84,2.43,5.2,Write-off
R0000356,OL0002978,2026-01-09,Wrong Size,New,110.69,4.84,0.15,Resell
R0000357,OL0002980,2026-01-21,Changed Mind,Damaged,122.52,8.2,0.77,Write-off
R0000358,OL0002983,2026-01-18,Wrong Size,Opened,344.79,5.55,6.1,Write-off
R0000359,OL0002994,2026-01-19,Wrong Size,New,228.38,7.79,0.79,Resell
R0000360,OL0003009,2025-12-20,Late Delivery,New,357.39,7.01,2.14,Resell
R0000361,OL0003012,2025-12-31,Defective,Damaged,160.65,4.83,2.68,Write-off
R0000362,OL0003019,2025-12-27,Late Delivery,New,33.03,4.46,2.61,Resell
R0000363,OL0003029,2026-01-21,Wrong Size,New,159.29,8.08,4.44,Resell
R0000364,OL0003034,2025-12-28,Other,Opened,358.2,2.73,1.38,Write-off
R0000365,OL0003036,2025-12-20,Wrong Size,New,230.29,5.08,5.63,Resell
R0000366,OL0003037,2025-12-05,Wrong Size,New,299.88,4.56,1.51,Resell
R0000367,OL0003057,2025-12-11,Wrong Size,New,197.06,3.01,0.45,Resell
R0000368,OL0003060,2025-11-23,Wrong Size,New,22.97,1.62,0.49,Resell
R0000369,OL0003062,2025-12-25,Wrong Size,Opened,79.62,8.63,9.35,Write-off
R0000370,OL0003066,2025-12-07,Late Delivery,Opened,214.55,9.64,2.06,Write-off
R0000371,OL0003068,2025-12-12,Changed Mind,Opened,165.1,9.8,4.37,Write-off
R0000372,OL0003072,2025-12-25,Defective,Damaged,121.45,1.67,8.42,Write-off
R0000373,OL0003075,2026-01-03,Changed Mind,Damaged,440.36,4.58,8.65,Write-off
R0000374,OL0003076,2025-12-18,Defective,New,147.6,4.01,2.25,Resell
R0000375,OL0003077,2026-01-16,Other,New,203.79,6.01,7.58,Resell
R0000376,OL0003095,2026-01-10,Other,Damaged,68.08,9.64,4.77,Write-off
R0000377,OL0003099,2026-01-06,Defective,New,98.67,4.16,2.58,Resell
R0000378,OL0003118,2025-11-22,Late Delivery,Damaged,76.89,4.96,9.28,Write-off
R0000379,OL0003128,2025-12-30,Defective,Opened,13.25,8.86,2.1,Write-off
R0000380,OL0003133,2025-12-07,Defective,New,118.43,6.73,3.34,Resell
R0000381,OL0003153,2026-01-24,Changed Mind,New,444.13,4.33,1.46,Resell
R0000382,OL0003155,2026-01-16,Wrong Size,New,51.94,1.05,9.65,Resell
R0000383,OL0003161,2025-12-19,Other,Opened,138.3,8.07,7.05,Write-off
R0000384,OL0003171,2025-12-10,Changed Mind,Opened,176.78,0.44,6.12,Write-off
R0000385,OL0003174,2025-11-25,Changed Mind,Damaged,79.66,8.26,6.89,Write-off
R0000386,OL0003199,2025-11-28,Changed Mind,New,146.93,5.23,3.12,Resell
R0000387,OL0003213,2026-01-09,Other,Opened,130.96,1.35,9.0,Write-off
R0000388,OL0003217,2026-01-02,Other,New,80.88,6.58,6.68,Resell
R0000389,OL0003219,2025-12-16,Wrong Size,New,152.15,6.99,5.95,Resell
R0000390,OL0003222,2025-12-12,Wrong Size,New,265.6,8.1,5.41,Resell
R0000391,OL0003225,2025-12-11,Other,New,479.79,2.27,2.69,Resell
R0000392,OL0003229,2025-12-18,Wrong Size,New,387.63,8.47,6.92,Resell
R0000393,OL0003243,2026-01-10,Defective,New,537.22,0.87,4.13,Resell
R0000394,OL0003250,2025-12-19,Wrong Size,Opened,81.77,2.66,9.2,Write-off
R0000395,OL0003253,2025-12-13,Changed Mind,Opened,470.23,5.05,9.42,Write-off
R0000396,OL0003264,2025-12-23,Defective,Damaged,225.15,7.69,9.0,Write-off
R0000397,OL0003267,2026-01-05,Wrong Size,New,4.24,6.1,9.84,Resell
R0000398,OL0003272,2025-12-27,Late Delivery,Opened,197.31,2.59,7.97,Write-off
R0000399,OL0003282,2025-12-30,Defective,New,423.46,5.87,2.46,Resell
R0000400,OL0003285,2026-01-03,Other,Damaged,226.06,4.17,1.53,Write-off
R0000401,OL0003302,2026-01-07,Defective,New,51.93,8.45,0.71,Resell
R0000402,OL0003304,2026-01-05,Defective,New,56.59,9.33,6.12,Resell
R0000403,OL0003306,2026-01-03,Defective,New,3.12,0.02,9.47,Resell
R0000404,OL0003312,2025-12-29,Defective,New,90.14,5.03,1.07,Resell
R0000405,OL0003313,2025-12-06,Defective,New,50.51,2.64,3.88,Resell
R0000406,OL0003314,2025-12-06,Defective,New,247.54,7.73,6.79,Resell
R0000407,OL0003321,2026-01-12,Changed Mind,New,508.16,7.6,5.41,Resell
R0000408,OL0003322,2025-12-17,Wrong Size,Opened,463.69,0.28,3.7,Write-off
R0000409,OL0003327,2026-01-26,Late Delivery,New,138.17,2.84,3.82,Resell
R0000410,OL0003328,2026-01-12,Wrong Size,Opened,17.1,7.09,1.67,Write-off
R0000411,OL0003331,2026-01-23,Other,New,263.85,5.0,8.11,Resell
R0000412,OL0003349,2025-12-19,Changed Mind,Opened,222.98,8.92,5.16,Write-off
R0000413,OL0003351,2025-12-11,Wrong Size,New,105.01,9.93,7.74,Resell
R0000414,OL0003367,2025-12-11,Changed Mind,New,184.88,5.19,1.35,Resell
R0000415,OL0003368,2025-12-06,Changed Mind,New,236.31,1.89,5.52,Resell
R0000416,OL0003374,2026-01-01,Wrong Size,New,72.16,6.34,0.85,Resell
R0000417,OL0003375,2025-12-24,Changed Mind,Opened,43.77,4.02,3.02,Write-off
R0000418,OL0003377,2025-12-27,Other,New,350.18,7.69,2.3,Resell
R0000419,OL0003378,2025-12-27,Wrong Size,Opened,617.97,3.52,2.69,Write-off
R0000420,OL0003382,2026-01-08,Other,Damaged,27.81,9.79,9.44,Write-off
R0000421,OL0003383,2026-01-14,Wrong Size,New,235.95,1.94,6.16,Resell
R0000422,OL0003384,2025-12-24,Other,Opened,786.69,3.87,5.52,Write-off
R0000423,OL0003386,2025-12-15,Wrong Size,New,25.3,1.27,4.62,Resell
R0000424,OL0003395,2026-01-06,Wrong Size,Opened,74.77,6.36,6.85,Write-off
R0000425,OL0003401,2026-01-07,Defective,New,315.52,2.5,6.34,Resell
R0000426,OL0003415,2026-01-04,Changed Mind,New,327.86,6.76,7.64,Resell
R0000427,OL0003425,2025-12-16,Late Delivery,New,173.9,6.14,8.83,Resell
R0000428,OL0003435,2026-01-28,Defective,New,390.28,5.51,6.68,Resell
R0000429,OL0003438,2026-01-30,Wrong Size,New,713.33,1.15,2.46,Resell
R0000430,OL0003454,2026-01-16,Defective,Opened,590.51,0.99,5.84,Write-off
R0000431,OL0003478,2025-12-20,Defective,New,613.38,0.3,4.72,Resell
R0000432,OL0003480,2026-01-15,Wrong Size,Damaged,677.15,8.21,3.34,Write-off
R0000433,OL0003483,2025-12-09,Wrong Size,Opened,448.34,3.98,4.55,Write-off
R0000434,OL0003484,2025-12-12,Late Delivery,New,32.03,0.97,5.05,Resell
R0000435,OL0003492,2025-12-01,Changed Mind,Opened,674.77,9.33,2.49,Write-off
R0000436,OL0003495,2025-12-03,Changed Mind,New,265.27,0.01,0.73,Resell
R0000437,OL0003497,2026-01-17,Other,New,24.82,6.1,0.32,Resell
R0000438,OL0003500,2026-01-17,Wrong Size,New,656.58,8.74,9.91,Resell
R0000439,OL0003511,2026-01-05,Wrong Size,New,51.78,3.73,4.29,Resell
R0000440,OL0003526,2025-11-20,Late Delivery,New,166.96,9.25,2.91,Resell
R0000441,OL0003529,2026-01-01,Changed Mind,New,169.48,9.61,0.51,Resell
R0000442,OL0003540,2026-02-06,Defective,Opened,77.91,2.81,2.68,Write-off
R0000443,OL0003547,2025-12-11,Wrong Size,New,475.78,1.43,5.65,Resell
R0000444,OL0003549,2026-01-16,Defective,New,163.26,8.62,4.92,Resell
R0000445,OL0003557,2026-01-08,Changed Mind,New,556.19,9.32,5.86,Resell
R0000446,OL0003571,2025-12-04,Changed Mind,Opened,74.06,9.81,6.11,Write-off
R0000447,OL0003581,2026-01-19,Changed Mind,New,69.57,7.67,7.19,Resell
R0000448,OL0003583,2025-12-24,Late Delivery,New,169.35,8.52,4.92,Resell
R0000449,OL0003585,2025-12-25,Wrong Size,Opened,199.36,7.19,5.8,Write-off
R0000450,OL0003593,2025-11-19,Defective,New,267.12,5.31,6.42,Resell
R0000451,OL0003616,2025-12-22,Other,New,280.96,8.01,9.51,Resell
R0000452,OL0003634,2025-12-12,Late Delivery,New,471.32,8.13,2.54,Resell
R0000453,OL0003636,2025-12-17,Defective,New,209.75,4.39,7.62,Resell
R0000454,OL0003654,2026-01-11,Wrong Size,Damaged,8.48,6.68,9.08,Write-off
R0000455,OL0003667,2025-12-10,Changed Mind,Opened,31.37,0.92,6.84,Write-off
R0000456,OL0003673,2025-12-18,Late Delivery,New,306.24,9.52,2.47,Resell
R0000457,OL0003681,2025-12-31,Wrong Size,New,35.59,3.62,8.01,Resell
R0000458,OL0003684,2025-12-31,Defective,New,120.56,0.6,2.75,Resell
R0000459,OL0003685,2026-01-05,Wrong Size,Opened,144.2,4.75,2.67,Write-off
R0000460,OL0003690,2026-02-02,Late Delivery,New,92.62,6.8,4.75,Resell
R0000461,OL0003697,2026-01-01,Wrong Size,New,242.16,6.06,1.09,Resell
R0000462,OL0003711,2025-12-25,Defective,New,108.53,9.84,4.17,Resell
R0000463,OL0003723,2026-01-11,Wrong Size,New,186.37,5.3,5.85,Resell
R0000464,OL0003726,2026-01-15,Wrong Size,New,398.84,1.03,3.95,Resell
R0000465,OL0003728,2025-11-04,Defective,New,64.69,3.45,7.94,Resell
R0000466,OL0003737,2025-12-15,Defective,New,93.44,2.85,2.18,Resell
R0000467,OL0003743,2026-01-19,Late Delivery,Opened,272.36,3.75,6.51,Write-off
R0000468,OL0003747,2025-11-14,Wrong Size,Opened,204.7,7.68,5.07,Write-off
R0000469,OL0003765,2025-12-01,Changed Mind,Opened,96.2,5.11,5.45,Write-off
R0000470,OL0003766,2025-12-06,Wrong Size,New,91.11,0.63,1.11,Resell
R0000471,OL0003768,2025-12-07,Changed Mind,Opened,308.97,5.34,7.84,Write-off
R0000472,OL0003774,2025-12-06,Defective,New,109.61,0.2,8.88,Resell
R0000473,OL0003779,2025-12-02,Late Delivery,New,0.0,1.27,6.8,Resell
R0000474,OL0003793,2025-12-08,Defective,Opened,79.62,0.82,1.57,Write-off
R0000475,OL0003798,2025-12-22,Other,Opened,368.81,2.99,8.29,Write-off
R0000476,OL0003801,2025-12-03,Wrong Size,New,150.23,1.43,9.62,Resell
R0000477,OL0003810,2025-12-16,Changed Mind,Opened,23.61,5.56,6.3,Write-off
R0000478,OL0003825,2026-01-15,Late Delivery,Damaged,170.66,1.75,0.33,Write-off
R0000479,OL0003827,2026-01-07,Late Delivery,Opened,192.35,7.7,8.98,Write-off
R0000480,OL0003831,2026-01-09,Wrong Size,Opened,159.14,5.61,5.77,Write-off
R0000481,OL0003837,2026-01-12,Changed Mind,New,253.26,3.47,1.71,Resell
R0000482,OL0003838,2026-01-16,Changed Mind,Opened,186.62,0.28,4.37,Write-off
R0000483,OL0003846,2025-12-19,Late Delivery,Opened,0.0,1.49,9.86,Write-off
R0000484,OL0003847,2025-12-18,Late Delivery,New,211.55,9.98,8.6,Resell
R0000485,OL0003848,2026-02-03,Defective,Opened,4.45,7.75,8.79,Write-off
R0000486,OL0003851,2025-11-22,Wrong Size,New,294.75,9.61,7.21,Resell
R0000487,OL0003860,2025-11-15,Wrong Size,New,156.35,9.26,4.61,Resell
R0000488,OL0003861,2026-01-16,Wrong Size,New,10.74,6.41,1.83,Resell
R0000489,OL0003863,2026-01-29,Changed Mind,Damaged,164.11,4.71,3.69,Write-off
R0000490,OL0003878,2026-01-06,Defective,Damaged,75.11,6.83,8.53,Write-off
R0000491,OL0003890,2025-12-09,Wrong Size,New,82.92,3.39,8.6,Resell
R0000492,OL0003896,2025-12-24,Wrong Size,New,362.67,1.42,7.64,Resell
R0000493,OL0003914,2025-12-19,Changed Mind,New,425.64,5.34,6.39,Resell
R0000494,OL0003915,2025-12-03,Wrong Size,Damaged,217.58,5.09,7.84,Write-off
R0000495,OL0003916,2025-12-06,Wrong Size,Damaged,99.33,3.37,1.84,Write-off
R0000496,OL0003923,2026-01-01,Wrong Size,New,141.23,5.5,3.86,Resell
R0000497,OL0003939,2025-12-14,Defective,Damaged,208.52,6.03,6.65,Write-off
R0000498,OL0003957,2026-01-10,Wrong Size,Damaged,161.75,0.36,8.03,Write-off
R0000499,OL0003964,2025-11-27,Wrong Size,New,34.24,2.67,4.66,Resell
R0000500,OL0003972,2025-12-21,Changed Mind,Opened,69.37,9.28,7.47,Write-off
R0000501,OL0003984,2025-12-07,Wrong Size,New,302.88,8.44,4.45,Resell
R0000502,OL0003992,2025-12-17,Changed Mind,New,83.6,0.26,6.18,Resell
R0000503,OL0004000,2025-12-11,Defective,New,459.48,2.81,0.46,Resell
R0000504,OL0004002,2025-12-27,Wrong Size,Opened,194.49,7.55,0.36,Write-off
R0000505,OL0004004,2025-12-18,Changed Mind,New,37.95,5.36,1.0,Resell
R0000506,OL0004036,2026-01-18,Changed Mind,New,175.87,7.17,5.21,Resell
R0000507,OL0004052,2026-01-15,Defective,New,275.22,4.37,1.84,Resell
R0000508,OL0004061,2025-11-24,Late Delivery,New,311.02,2.47,4.66,Resell
R0000509,OL0004073,2025-11-27,Wrong Size,Opened,122.38,6.77,4.79,Write-off
R0000510,OL0004080,2025-12-16,Wrong Size,Opened,516.94,1.34,8.8,Write-off
R0000511,OL0004082,2025-12-28,Wrong Size,New,22.15,3.91,3.08,Resell
R0000512,OL0004084,2025-12-22,Defective,New,47.14,8.35,6.11,Resell
R0000513,OL0004086,2025-11-30,Changed Mind,New,178.49,0.71,5.98,Resell
R0000514,OL0004089,2025-11-10,Defective,New,379.54,8.18,4.61,Resell
R0000515,OL0004092,2025-12-14,Changed Mind,New,228.6,3.35,7.34,Resell
R0000516,OL0004098,2025-11-29,Wrong Size,New,293.84,4.13,7.68,Resell
R0000517,OL0004113,2026-01-26,Wrong Size,New,173.86,0.65,3.93,Resell
R0000518,OL0004116,2025-12-06,Defective,New,529.51,1.97,1.46,Resell
R0000519,OL0004128,2026-01-13,Late Delivery,Opened,242.58,3.99,8.03,Write-off
R0000520,OL0004130,2026-01-07,Wrong Size,Opened,73.67,3.98,3.6,Write-off
R0000521,OL0004147,2026-01-17,Other,New,181.5,5.45,6.6,Resell
R0000522,OL0004152,2025-12-13,Wrong Size,Opened,44.09,1.15,8.53,Write-off
R0000523,OL0004157,2026-01-22,Defective,Opened,48.06,4.26,8.28,Write-off
R0000524,OL0004158,2026-01-19,Wrong Size,New,365.75,8.4,5.28,Resell
R0000525,OL0004172,2026-01-09,Wrong Size,Opened,315.24,2.93,8.57,Write-off
R0000526,OL0004185,2025-12-26,Defective,Opened,818.32,0.14,1.13,Write-off
R0000527,OL0004190,2025-12-06,Changed Mind,New,318.11,2.93,3.33,Resell
R0000528,OL0004195,2025-11-25,Wrong Size,Opened,124.02,5.42,8.57,Write-off
R0000529,OL0004200,2025-12-31,Wrong Size,New,9.28,0.77,5.09,Resell
R0000530,OL0004217,2026-01-04,Defective,New,71.87,1.86,8.93,Resell
R0000531,OL0004224,2026-01-12,Wrong Size,New,167.2,3.57,3.58,Resell
R0000532,OL0004225,2025-12-23,Wrong Size,New,201.82,8.93,0.62,Resell
R0000533,OL0004227,2025-12-21,Wrong Size,New,93.08,0.71,3.99,Resell
R0000534,OL0004250,2025-11-21,Wrong Size,New,436.1,8.16,0.04,Resell
R0000535,OL0004251,2025-12-02,Wrong Size,New,46.94,4.65,7.45,Resell
R0000536,OL0004257,2026-01-11,Other,Opened,142.34,5.6,6.27,Write-off
R0000537,OL0004269,2026-02-02,Late Delivery,New,76.8,7.61,0.07,Resell
R0000538,OL0004274,2025-12-04,Other,Opened,326.85,1.81,4.15,Write-off
R0000539,OL0004286,2025-12-21,Late Delivery,New,98.92,0.66,2.66,Resell
R0000540,OL0004299,2026-02-01,Defective,Damaged,246.18,1.6,4.27,Write-off
R0000541,OL0004310,2026-01-03,Late Delivery,Damaged,285.67,3.76,3.26,Write-off
R0000542,OL0004316,2025-12-11,Defective,Opened,157.05,0.48,8.7,Write-off
R0000543,OL0004325,2025-12-13,Late Delivery,Damaged,244.55,5.85,4.37,Write-off
R0000544,OL0004353,2026-01-10,Wrong Size,New,240.48,0.5,5.98,Resell
R0000545,OL0004364,2026-01-02,Wrong Size,Opened,374.22,4.62,9.45,Write-off
R0000546,OL0004369,2025-12-18,Other,Opened,291.35,2.68,7.9,Write-off
R0000547,OL0004371,2026-01-18,Changed Mind,New,435.26,8.74,7.77,Resell
R0000548,OL0004374,2026-01-11,Changed Mind,Opened,48.97,7.64,4.46,Write-off
R0000549,OL0004376,2025-12-30,Late Delivery,Opened,197.57,6.7,8.44,Write-off
R0000550,OL0004379,2025-12-27,Other,New,183.39,7.82,0.16,Resell
R0000551,OL0004387,2026-01-17,Wrong Size,New,620.3,7.8,8.68,Resell
R0000552,OL0004390,2026-01-11,Defective,New,84.4,4.93,4.25,Resell
R0000553,OL0004392,2025-12-07,Defective,Opened,539.46,7.99,4.46,Write-off
R0000554,OL0004395,2025-12-09,Late Delivery,New,262.83,9.08,0.08,Resell
R0000555,OL0004408,2025-11-22,Late Delivery,New,2.5,0.75,8.24,Resell
R0000556,OL0004417,2026-01-04,Wrong Size,New,187.98,7.28,4.43,Resell
R0000557,OL0004425,2026-01-13,Changed Mind,Opened,66.71,6.03,6.72,Write-off
R0000558,OL0004427,2025-12-05,Defective,Opened,299.88,2.85,9.31,Write-off
R0000559,OL0004441,2026-01-24,Changed Mind,Opened,270.42,8.44,0.81,Write-off
R0000560,OL0004443,2026-01-23,Other,New,301.5,7.7,7.39,Resell
R0000561,OL0004453,2025-12-23,Wrong Size,New,1077.06,0.5,1.1,Resell
R0000562,OL0004456,2025-12-29,Late Delivery,New,243.39,4.71,5.04,Resell
R0000563,OL0004457,2025-12-26,Defective,New,527.11,1.04,6.11,Resell
R0000564,OL0004461,2025-12-19,Changed Mind,New,170.2,5.7,9.75,Resell
R0000565,OL0004473,2025-12-11,Wrong Size,New,75.62,3.93,7.22,Resell
R0000566,OL0004478,2026-01-19,Other,New,534.89,1.39,2.02,Resell
R0000567,OL0004487,2025-12-15,Late Delivery,New,102.42,6.96,1.23,Resell
R0000568,OL0004505,2025-12-19,Wrong Size,New,257.64,0.01,3.62,Resell
R0000569,OL0004507,2025-12-13,Other,Opened,119.69,2.12,7.29,Write-off
R0000570,OL0004517,2025-12-09,Changed Mind,Damaged,189.67,7.68,5.6,Write-off
R0000571,OL0004523,2026-01-06,Other,Opened,89.44,8.64,8.72,Write-off
R0000572,OL0004525,2026-01-07,Late Delivery,New,128.78,4.27,8.13,Resell
R0000573,OL0004538,2025-12-13,Wrong Size,Opened,91.27,5.59,4.55,Write-off
R0000574,OL0004540,2026-01-27,Other,New,636.32,2.74,8.21,Resell
R0000575,OL0004545,2025-11-20,Other,New,157.05,9.08,8.09,Resell
R0000576,OL0004552,2025-12-19,Changed Mind,New,22.45,9.02,5.87,Resell
R0000577,OL0004555,2025-12-09,Defective,Damaged,74.69,3.37,4.2,Write-off
R0000578,OL0004565,2025-12-07,Defective,New,246.8,2.68,4.57,Resell
R0000579,OL0004567,2025-12-11,Changed Mind,New,274.38,6.54,7.05,Resell
R0000580,OL0004582,2025-11-25,Late Delivery,New,1051.62,5.56,3.04,Resell
R0000581,OL0004590,2025-12-06,Defective,New,184.11,1.21,9.09,Resell
R0000582,OL0004603,2026-01-04,Wrong Size,New,213.63,7.84,3.46,Resell
R0000583,OL0004610,2026-01-15,Wrong Size,New,305.59,0.16,4.04,Resell
R0000584,OL0004617,2025-12-20,Late Delivery,New,213.36,4.37,4.49,Resell
R0000585,OL0004621,2026-01-23,Wrong Size,Opened,43.05,4.02,3.9,Write-off
R0000586,OL0004627,2026-01-18,Other,Opened,151.31,8.98,4.68,Write-off
R0000587,OL0004632,2025-12-20,Defective,New,192.24,5.34,1.5,Resell
R0000588,OL0004633,2025-12-06,Defective,New,799.15,1.32,7.99,Resell
R0000589,OL0004641,2026-01-04,Late Delivery,Damaged,557.77,5.88,4.77,Write-off
R0000590,OL0004642,2025-12-23,Defective,Opened,95.9,0.15,8.94,Write-off
R0000591,OL0004649,2026-01-08,Defective,New,67.94,5.04,2.96,Resell
R0000592,OL0004655,2026-01-02,Defective,Damaged,339.94,3.4,5.94,Write-off
R0000593,OL0004666,2025-12-22,Wrong Size,Opened,37.63,4.64,9.46,Write-off
R0000594,OL0004670,2025-12-25,Wrong Size,Damaged,154.59,7.62,6.66,Write-off
R0000595,OL0004675,2025-12-18,Wrong Size,Opened,220.0,6.79,4.04,Write-off
R0000596,OL0004682,2026-01-29,Late Delivery,New,511.03,6.82,2.46,Resell
R0000597,OL0004689,2025-12-11,Late Delivery,New,198.62,5.4,6.4,Resell
R0000598,OL0004709,2025-12-31,Defective,New,348.63,0.91,2.28,Resell
R0000599,OL0004712,2025-12-28,Defective,New,210.69,6.21,9.86,Resell
R0000600,OL0004715,2025-12-08,Wrong Size,New,468.29,8.55,6.83,Resell
R0000601,OL0004719,2025-12-07,Late Delivery,Damaged,675.34,5.63,5.22,Write-off
R0000602,OL0004726,2025-12-07,Defective,Opened,228.12,4.36,7.91,Write-off
R0000603,OL0004727,2025-12-19,Late Delivery,Opened,161.83,8.49,0.97,Write-off
R0000604,OL0004742,2026-01-10,Wrong Size,Opened,85.05,8.03,7.56,Write-off
R0000605,OL0004755,2026-01-16,Wrong Size,New,305.52,5.83,2.73,Resell
R0000606,OL0004780,2025-12-27,Late Delivery,New,0.0,4.51,1.69,Resell
R0000607,OL0004792,2025-12-22,Defective,New,334.74,3.22,8.18,Resell
R0000608,OL0004797,2025-12-15,Other,New,102.98,0.96,7.81,Resell
R0000609,OL0004800,2026-01-03,Late Delivery,Opened,249.38,4.82,0.14,Write-off
R0000610,OL0004812,2025-12-30,Changed Mind,New,8.11,6.35,9.0,Resell
R0000611,OL0004821,2025-12-01,Changed Mind,New,75.97,1.86,9.41,Resell
R0000612,OL0004836,2026-02-02,Defective,New,273.96,6.74,3.78,Resell
R0000613,OL0004838,2026-02-08,Wrong Size,New,82.94,3.79,4.81,Resell
R0000614,OL0004841,2025-12-04,Wrong Size,New,164.76,0.47,0.23,Resell
R0000615,OL0004847,2025-12-12,Wrong Size,New,198.21,8.55,7.82,Resell
R0000616,OL0004861,2026-01-10,Wrong Size,Opened,302.03,4.74,7.45,Write-off
R0000617,OL0004869,2025-12-19,Late Delivery,Opened,612.75,6.76,9.78,Write-off
R0000618,OL0004876,2025-12-27,Defective,Damaged,245.69,8.37,2.78,Write-off
R0000619,OL0004880,2025-12-20,Wrong Size,New,29.68,8.43,5.51,Resell
R0000620,OL0004881,2025-12-09,Late Delivery,New,251.26,8.85,4.94,Resell
R0000621,OL0004902,2025-12-31,Wrong Size,Opened,510.59,6.67,8.87,Write-off
R0000622,OL0004910,2025-12-29,Changed Mind,New,91.57,9.68,4.4,Resell
R0000623,OL0004913,2025-12-30,Wrong Size,Opened,286.91,5.55,9.66,Write-off
R0000624,OL0004915,2026-01-04,Changed Mind,Damaged,0.0,6.92,5.29,Write-off
R0000625,OL0004916,2025-12-13,Changed Mind,New,361.26,9.71,5.7,Resell
R0000626,OL0004936,2025-12-13,Defective,New,64.41,4.37,0.58,Resell
R0000627,OL0004939,2025-12-13,Wrong Size,New,328.88,5.29,0.94,Resell
R0000628,OL0004940,2025-12-31,Changed Mind,Opened,151.56,6.0,0.89,Write-off
R0000629,OL0004948,2026-01-01,Changed Mind,Damaged,150.89,1.28,1.22,Write-off
R0000630,OL0004960,2025-12-23,Other,New,14.57,7.14,5.89,Resell
R0000631,OL0004974,2025-12-16,Other,Opened,202.48,3.83,5.74,Write-off
