ProductID,Category,Subcategory,StandardCost,MSRP,Vendor,SeasonalityTag
P000438,Electronics,Smart Home,34.35,59.73,VendorA,Giftable
P000439,Electronics,Gaming,177.7,265.73,VendorC,Evergreen
P000440,Jewelry,Earrings,102.58,168.17,VendorA,Giftable
P000441,Jewelry,Earrings,11.69,15.91,VendorD,Evergreen
P000442,Grocery,Coffee,164.85,303.45,VendorD,Giftable
P000443,Toys,Puzzles,45.43,61.07,VendorA,Giftable
P000444,Sports,Fitness,86.28,145.42,VendorC,Evergreen
P000445,Footwear,Boots,63.76,118.1,VendorC,Giftable
P000446,Toys,Board Games,106.14,149.71,VendorE,Giftable
P000447,Apparel,Socks,152.18,215.28,VendorB,Evergreen
P000448,Toys,Puzzles,115.28,227.22,VendorD,Giftable
P000449,Beauty,Fragrance,51.12,89.68,VendorD,Giftable
P000450,Toys,Puzzles,175.66,239.69,VendorC,Giftable
P000451,Grocery,Coffee,154.23,230.08,VendorA,Winter
P000452,Electronics,Gaming,33.68,65.33,VendorB,Evergreen
P000453,Home,Kitchen,147.86,203.29,VendorB,Evergreen
P000454,Books,Fiction,148.46,261.55,VendorB,Giftable
P000455,Jewelry,Bracelet,189.25,266.88,VendorB,Giftable
P000456,Toys,Board Games,174.37,332.81,VendorB,Evergreen
P000457,Grocery,Snacks,193.73,272.1,VendorE,Winter
P000458,Electronics,Gaming,46.37,82.71,VendorD,Giftable
P000459,Grocery,Coffee,169.1,270.9,VendorE,Evergreen
P000460,Jewelry,Earrings,190.58,353.86,VendorA,Evergreen
P000461,Toys,Action Figures,71.87,138.0,VendorB,Giftable
P000462,Apparel,Outerwear,35.97,47.49,VendorD,Evergreen
P000463,Apparel,Outerwear,66.88,97.21,VendorB,Evergreen
P000464,Books,Children,85.12,134.62,VendorC,Evergreen
P000465,Apparel,Sweaters,125.8,167.85,VendorD,Giftable
P000466,Jewelry,Earrings,51.03,73.3,VendorD,Giftable
P000467,Grocery,Coffee,96.25,168.98,VendorD,Evergreen
P000468,Apparel,Outerwear,90.53,139.48,VendorD,Giftable
P000469,Grocery,Snacks,13.38,23.73,VendorE,Giftable
P000470,Home,Kitchen,182.2,242.82,VendorE,Giftable
P000471,Apparel,Socks,197.6,278.2,VendorE,Winter
P000472,Grocery,Snacks,41.18,67.01,VendorC,Evergreen
P000473,Books,Non-Fiction,25.65,43.04,VendorC,Giftable
P000474,Sports,Fitness,143.42,193.41,VendorD,Giftable
P000475,Grocery,Coffee,132.92,213.07,VendorA,Giftable
P000476,Books,Fiction,68.57,127.22,VendorA,Giftable
P000477,Apparel,Sweaters,9.47,18.53,VendorC,Giftable
P000478,Beauty,Cosmetics,31.55,59.43,VendorA,Giftable
P000479,Sports,Cycling,113.99,226.65,VendorB,Giftable
P000480,Jewelry,Necklace,196.46,303.07,VendorB,Evergreen
P000481,Beauty,Cosmetics,43.86,80.74,VendorE,Winter
P000482,Beauty,Fragrance,53.35,93.08,VendorC,Giftable
P000483,Footwear,Boots,98.57,133.18,VendorB,Giftable
P000484,Books,Children,122.54,214.44,VendorE,Giftable
P000485,Electronics,Headphones,86.0,122.87,VendorB,Evergreen
P000486,Electronics,Smart Home,121.2,215.27,VendorD,Winter
P000487,Home,Decor,149.68,208.06,VendorE,Evergreen
P000488,Toys,Puzzles,155.33,307.91,VendorE,Evergreen
P000489,Beauty,Fragrance,138.02,250.81,VendorA,Winter
P000490,Beauty,Cosmetics,80.06,144.74,VendorA,Evergreen
P000491,Grocery,Chocolate,175.0,291.83,VendorA,Evergreen
P000492,Sports,Cycling,26.01,43.17,VendorE,Giftable
P000493,Footwear,Sneakers,58.81,100.64,VendorD,Evergreen
P000494,Apparel,Sweaters,160.91,220.33,VendorA,Evergreen
P000495,Jewelry,Earrings,46.48,71.06,VendorC,Giftable
P000496,Home,Bedding,27.45,36.99,VendorD,Giftable
P000497,Footwear,Boots,50.79,98.4,VendorB,Evergreen
P000498,Books,Non-Fiction,43.86,58.55,VendorD,Evergreen
P000499,Footwear,Slippers,64.68,121.92,VendorD,Winter
P000500,Footwear,Boots,183.06,240.6,VendorA,Giftable
P000501,Jewelry,Earrings,19.95,26.18,VendorB,Giftable
P000502,Footwear,Slippers,94.29,184.67,VendorE,Giftable
P000503,Home,Kitchen,5.3,10.37,VendorD,Giftable
P000504,Beauty,Fragrance,186.14,282.42,VendorB,Evergreen
P000505,Jewelry,Earrings,119.43,234.57,VendorE,Giftable
P000506,Sports,Cycling,52.57,93.51,VendorA,Giftable
P000507,Books,Children,198.42,282.29,VendorE,Winter
P000508,Grocery,Chocolate,120.18,208.82,VendorE,Giftable
P000509,Sports,Outdoor,184.5,304.3,VendorC,Evergreen
P000510,Footwear,Slippers,39.96,61.6,VendorE,Giftable
P000511,Footwear,Slippers,91.78,154.0,VendorD,Giftable
P000512,Apparel,Outerwear,6.85,10.55,VendorA,Giftable
P000513,Sports,Fitness,10.25,19.96,VendorA,Giftable
P000514,Beauty,Fragrance,89.26,119.26,VendorC,Winter
P000515,Toys,Board Games,176.77,244.52,VendorD,Winter
P000516,Home,Decor,76.03,111.41,VendorA,Giftable
P000517,Footwear,Slippers,199.3,286.13,VendorB,Evergreen
P000518,Electronics,Headphones,120.1,202.5,VendorC,Evergreen
P000519,Toys,Action Figures,124.51,236.11,VendorD,Giftable
P000520,Toys,Board Games,129.65,252.54,VendorA,Giftable
P000521,Jewelry,Bracelet,35.84,68.46,VendorC,Winter
P000522,Electronics,Headphones,133.51,243.17,VendorA,Giftable
P000523,Jewelry,Earrings,144.52,221.57,VendorB,Evergreen
P000524,Toys,Puzzles,10.27,14.15,VendorC,Giftable
P000525,Electronics,Smart Home,135.33,198.2,VendorC,Giftable
P000526,Grocery,Snacks,66.53,132.45,VendorC,Giftable
P000527,Apparel,Outerwear,55.16,93.76,VendorE,Giftable
P000528,Electronics,Headphones,68.56,116.28,VendorB,Giftable
P000529,Sports,Cycling,160.62,296.28,VendorC,Giftable
P000530,Books,Children,80.18,155.11,VendorB,Winter
P000531,Apparel,Socks,196.65,272.96,VendorD,Giftable
P000532,Electronics,Smart Home,17.51,29.39,VendorE,Giftable
P000533,Toys,Puzzles,27.72,46.55,VendorA,Winter
P000534,Grocery,Coffee,181.09,313.75,VendorA,Winter
P000535,Footwear,Boots,177.31,351.24,VendorA,Giftable
P000536,Grocery,Chocolate,145.1,198.54,VendorB,Giftable
P000537,Apparel,Sweaters,48.64,77.06,VendorC,Evergreen
P000538,Beauty,Fragrance,81.29,119.49,VendorD,Giftable
P000539,Beauty,Skincare,163.9,233.54,VendorB,Winter
P000540,Sports,Cycling,45.59,90.52,VendorE,Giftable
P000541,Footwear,Slippers,90.98,134.68,VendorE,Evergreen
P000542,Beauty,Cosmetics,167.62,247.21,VendorA,Evergreen
P000543,Electronics,Smart Home,168.67,232.39,VendorD,Winter
P000544,Toys,Board Games,120.35,197.48,VendorE,Giftable
P000545,Toys,Board Games,80.2,133.63,VendorE,Giftable
P000546,Sports,Outdoor,176.52,268.33,VendorB,Giftable
P000547,Electronics,Headphones,125.11,166.63,VendorA,Giftable
P000548,Grocery,Coffee,140.44,226.28,VendorC,Evergreen
P000549,Footwear,Slippers,66.69,108.73,VendorA,Giftable
P000550,Home,Bedding,57.16,112.73,VendorD,Giftable
P000551,Sports,Cycling,87.43,164.78,VendorB,Giftable
P000552,Jewelry,Necklace,89.76,162.84,VendorC,Giftable
P000553,Toys,Action Figures,41.71,62.39,VendorE,Giftable
P000554,Apparel,Outerwear,115.49,205.73,VendorD,Giftable
P000555,Beauty,Skincare,142.38,244.41,VendorB,Giftable
P000556,Beauty,Fragrance,147.53,281.67,VendorE,Evergreen
P000557,Sports,Fitness,8.99,14.22,VendorD,Evergreen
P000558,Apparel,Socks,111.55,220.77,VendorD,Giftable
P000559,Beauty,Skincare,78.45,120.1,VendorC,Giftable
P000560,Toys,Board Games,99.94,145.21,VendorE,Winter
P000561,Books,Children,55.86,86.4,VendorA,Evergreen
P000562,Electronics,Gaming,134.66,224.73,VendorE,Giftable
P000563,Toys,Action Figures,78.01,135.35,VendorA,Giftable
P000564,Books,Fiction,36.52,54.75,VendorA,Giftable
P000565,Toys,Puzzles,163.5,289.94,VendorB,Evergreen
P000566,Jewelry,Bracelet,185.87,287.75,VendorC,Winter
P000567,Sports,Fitness,80.62,118.69,VendorC,Giftable
P000568,Jewelry,Earrings,50.78,97.17,VendorB,Evergreen
P000569,Toys,Board Games,92.42,180.0,VendorD,Giftable
P000570,Electronics,Gaming,38.06,55.05,VendorC,Giftable
P000571,Books,Non-Fiction,143.97,264.34,VendorC,Giftable
P000572,Home,Decor,83.47,144.63,VendorC,Winter
P000573,Beauty,Cosmetics,94.12,131.59,VendorE,Giftable
P000574,Footwear,Boots,68.9,126.72,VendorC,Evergreen
P000575,Apparel,Socks,128.72,236.62,VendorA,Giftable
P000576,Electronics,Headphones,188.91,299.77,VendorD,Giftable
P000577,Grocery,Chocolate,25.61,35.17,VendorB,Winter
P000578,Home,Bedding,53.74,94.02,VendorE,Evergreen
P000579,Footwear,Boots,14.3,22.31,VendorD,Giftable
P000580,Footwear,Sneakers,72.22,119.36,VendorE,Winter
P000581,Electronics,Headphones,167.15,232.91,VendorE,Winter
P000582,Grocery,Coffee,58.17,106.38,VendorE,Giftable
P000583,Footwear,Sneakers,103.44,204.57,VendorA,Winter
P000584,Books,Children,28.11,48.03,VendorA,Winter
P000585,Jewelry,Necklace,159.68,244.72,VendorA,Winter
P000586,Electronics,Gaming,114.3,159.17,VendorC,Evergreen
P000587,Apparel,Sweaters,183.46,355.06,VendorC,Giftable
P000588,Jewelry,Earrings,187.28,315.4,VendorD,Giftable
P000589,Apparel,Socks,143.1,277.11,VendorA,Giftable
P000590,Books,Fiction,113.88,211.68,VendorC,Winter
P000591,Footwear,Slippers,68.61,106.89,VendorB,Giftable
P000592,Apparel,Socks,60.95,97.89,VendorE,Evergreen
P000593,Sports,Cycling,122.44,207.92,VendorC,Evergreen
P000594,Footwear,Boots,123.55,233.38,VendorD,Giftable
P000595,Electronics,Gaming,124.5,202.16,VendorE,Winter
P000596,Toys,Puzzles,126.24,195.56,VendorB,Giftable
P000597,Toys,Board Games,161.43,288.49,VendorD,Evergreen
P000598,Footwear,Sneakers,109.86,169.93,VendorC,Evergreen
P000599,Beauty,Skincare,191.74,342.66,VendorA,Giftable
P000600,Beauty,Skincare,167.16,267.02,VendorD,Giftable
P000601,Home,Decor,44.43,77.66,VendorB,Giftable
P000602,Grocery,Snacks,60.26,94.24,VendorC,Giftable
P000603,Electronics,Headphones,77.62,117.86,VendorC,Evergreen
P000604,Toys,Action Figures,25.97,51.24,VendorD,Winter
P000605,Sports,Outdoor,96.25,175.2,VendorB,Giftable
P000606,Grocery,Snacks,25.94,38.76,VendorC,Giftable
P000607,Home,Bedding,64.05,110.75,VendorB,Giftable
P000608,Jewelry,Necklace,177.44,258.42,VendorB,Giftable
P000609,Sports,Outdoor,145.97,243.72,VendorA,Winter
P000610,Beauty,Cosmetics,187.64,271.16,VendorC,Winter
P000611,Electronics,Gaming,192.39,274.59,VendorA,Giftable
P000612,Sports,Outdoor,5.51,8.33,VendorA,Giftable
P000613,Jewelry,Bracelet,199.91,384.73,VendorA,Giftable
P000614,Apparel,Outerwear,166.74,218.6,VendorA,Evergreen
P000615,Grocery,Coffee,162.78,236.87,VendorC,Giftable
P000616,Apparel,Sweaters,164.08,257.2,VendorC,Giftable
P000617,Books,Non-Fiction,10.07,17.85,VendorA,Evergreen
P000618,Footwear,Sneakers,107.46,181.17,VendorA,Winter
P000619,Sports,Cycling,145.33,233.98,VendorD,Giftable
P000620,Books,Children,143.32,286.62,VendorD,Giftable
P000621,Books,Fiction,6.79,12.61,VendorB,Evergreen
P000622,Electronics,Smart Home,124.37,167.33,VendorB,Winter
P000623,Home,Bedding,190.32,310.27,VendorC,Giftable
P000624,Electronics,Gaming,109.1,197.89,VendorA,Evergreen
P000625,Apparel,Sweaters,97.54,187.08,VendorC,Winter
P000626,Jewelry,Necklace,174.78,256.9,VendorE,Giftable
P000627,Footwear,Sneakers,127.14,239.45,VendorD,Giftable
P000628,Sports,Cycling,144.62,234.07,VendorD,Winter
P000629,Books,Fiction,53.21,87.37,VendorE,Evergreen
P000630,Jewelry,Necklace,136.17,252.7,VendorB,Winter
P000631,Electronics,Gaming,171.91,312.16,VendorE,Giftable
P000632,Footwear,Sneakers,32.18,52.01,VendorC,Giftable
P000633,Grocery,Snacks,131.7,204.21,VendorB,Giftable
P000634,Footwear,Boots,181.83,243.59,VendorA,Giftable
P000635,Footwear,Sneakers,183.86,318.14,VendorA,Winter
P000636,Electronics,Gaming,9.1,15.44,VendorD,Evergreen
P000637,Books,Fiction,137.54,264.76,VendorA,Evergreen
P000638,Apparel,Socks,136.01,196.86,VendorB,Giftable
P000639,Home,Decor,31.72,50.45,VendorD,Giftable
P000640,Grocery,Chocolate,162.45,247.73,VendorC,Winter
P000641,Home,Bedding,131.2,254.31,VendorE,Giftable
P000642,Footwear,Slippers,37.05,53.94,VendorD,Evergreen
P000643,Home,Decor,29.6,48.21,VendorB,Giftable
P000644,Home,Decor,108.96,215.9,VendorA,Giftable
P000645,Apparel,Outerwear,111.96,207.16,VendorC,Giftable
P000646,Grocery,Snacks,65.35,124.35,VendorB,Giftable
P000647,Footwear,Sneakers,157.23,224.22,VendorE,Winter
P000648,Grocery,Coffee,116.6,215.37,VendorA,Evergreen
P000649,Grocery,Coffee,121.88,229.42,VendorA,Giftable
P000650,Footwear,Boots,38.44,61.63,VendorB,Winter
P000651,Electronics,Smart Home,68.4,100.65,VendorD,Evergreen
P000652,Apparel,Outerwear,123.5,187.79,VendorB,Giftable
P000653,Toys,Puzzles,19.01,26.0,VendorE,Evergreen
P000654,Books,Non-Fiction,22.55,33.29,VendorA,Winter
P000655,Beauty,Skincare,127.18,206.35,VendorA,Giftable
P000656,Grocery,Snacks,158.71,311.42,VendorA,Winter
P000657,Beauty,Cosmetics,145.1,220.99,VendorE,Giftable
P000658,Apparel,Socks,106.73,143.13,VendorC,Giftable
P000659,Beauty,Skincare,13.22,26.23,VendorB,Giftable
P000660,Apparel,Socks,167.0,248.62,VendorD,Evergreen
P000661,Books,Non-Fiction,9.07,16.77,VendorE,Giftable
P000662,Books,Non-Fiction,169.81,251.37,VendorE,Giftable
P000663,Grocery,Snacks,183.6,283.28,VendorC,Giftable
P000664,Electronics,Headphones,170.5,244.85,VendorA,Evergreen
P000665,Home,Decor,78.05,136.46,VendorC,Giftable
P000666,Sports,Cycling,153.37,214.38,VendorB,Evergreen
P000667,Electronics,Headphones,8.69,15.65,VendorC,Winter
P000668,Grocery,Chocolate,112.69,177.9,VendorA,Giftable
P000669,Jewelry,Necklace,188.64,371.53,VendorB,Giftable
P000670,Beauty,Fragrance,181.34,292.11,VendorE,Evergreen
P000671,Home,Bedding,147.74,267.36,VendorA,Winter
P000672,Beauty,Fragrance,166.5,317.69,VendorB,Giftable
P000673,Books,Children,14.27,26.59,VendorE,Evergreen
P000674,Footwear,Sneakers,63.75,125.68,VendorE,Giftable
P000675,Home,Kitchen,182.42,312.39,VendorE,Giftable
P000676,Beauty,Cosmetics,19.71,34.66,VendorD,Winter
P000677,Jewelry,Earrings,196.51,324.32,VendorE,Winter
P000678,Apparel,Sweaters,14.02,18.3,VendorA,Giftable
P000679,Grocery,Coffee,44.78,75.23,VendorD,Winter
P000680,Toys,Board Games,191.09,300.14,VendorE,Winter
P000681,Books,Fiction,66.74,113.95,VendorB,Giftable
P000682,Books,Children,112.03,180.67,VendorB,Winter
P000683,Grocery,Chocolate,28.88,39.28,VendorD,Giftable
P000684,Sports,Fitness,110.48,191.17,VendorD,Evergreen
P000685,Books,Non-Fiction,112.54,201.41,VendorD,Evergreen
P000686,Apparel,Socks,79.53,128.36,VendorD,Giftable
P000687,Electronics,Headphones,39.97,72.04,VendorD,Giftable
P000688,Home,Bedding,61.78,94.14,VendorA,Giftable
P000689,Home,Kitchen,117.0,201.32,VendorE,Giftable
P000690,Sports,Cycling,197.39,335.14,VendorD,Evergreen
P000691,Beauty,Skincare,51.97,85.17,VendorD,Giftable
P000692,Sports,Outdoor,123.25,220.56,VendorA,Evergreen
P000693,Sports,Fitness,65.01,128.98,VendorD,Evergreen
P000694,Sports,Outdoor,6.16,9.32,VendorD,Giftable
P000695,Sports,Cycling,6.89,10.54,VendorE,Evergreen
P000696,Sports,Cycling,137.31,242.63,VendorE,Winter
P000697,Beauty,Cosmetics,175.22,304.64,VendorE,Giftable
P000698,Beauty,Skincare,8.22,15.11,VendorA,Giftable
P000699,Apparel,Sweaters,154.21,225.04,VendorB,Evergreen
P000700,Jewelry,Earrings,66.02,120.09,VendorD,Giftable
P000701,Sports,Fitness,61.55,94.98,VendorC,Giftable
P000702,Grocery,Snacks,69.39,137.59,VendorE,Winter
P000703,Apparel,Socks,64.65,121.1,VendorB,Giftable
P000704,Sports,Fitness,80.36,123.75,VendorC,Evergreen
P000705,Footwear,Boots,176.6,310.91,VendorB,Winter
P000706,Jewelry,Necklace,199.4,305.32,VendorD,Giftable
P000707,Home,Decor,135.68,242.87,VendorD,Giftable
P000708,Electronics,Smart Home,122.32,168.27,VendorD,Giftable
P000709,Toys,Puzzles,47.6,90.0,VendorE,Giftable
P000710,Sports,Fitness,57.28,104.77,VendorC,Giftable
P000711,Books,Non-Fiction,128.54,194.29,VendorE,Giftable
P000712,Home,Bedding,90.94,149.39,VendorC,Winter
P000713,Jewelry,Earrings,157.69,226.9,VendorE,Giftable
P000714,Electronics,Headphones,166.08,271.35,VendorD,Giftable
P000715,Beauty,Fragrance,130.27,252.96,VendorD,Giftable
P000716,Grocery,Coffee,14.49,26.54,VendorA,Winter
P000717,Footwear,Boots,74.8,114.6,VendorE,Evergreen
P000718,Sports,Fitness,88.83,147.62,VendorD,Giftable
P000719,Home,Bedding,130.45,227.27,VendorE,Winter
P000720,Apparel,Outerwear,101.76,134.81,VendorE,Giftable
P000721,Footwear,Slippers,81.45,136.21,VendorE,Evergreen
P000722,Grocery,Coffee,29.79,50.6,VendorB,Giftable
P000723,Grocery,Coffee,15.15,25.91,VendorE,Winter
P000724,Home,Kitchen,181.66,252.72,VendorD,Winter
P000725,Footwear,Sneakers,52.4,97.15,VendorB,Evergreen
P000726,Apparel,Sweaters,140.47,198.01,VendorB,Giftable
P000727,Jewelry,Earrings,21.93,32.73,VendorE,Winter
P000728,Jewelry,Necklace,187.0,334.98,VendorE,Giftable
P000729,Sports,Outdoor,97.53,186.71,VendorB,Giftable
P000730,Grocery,Chocolate,128.87,191.27,VendorA,Evergreen
P000731,Electronics,Headphones,199.88,353.84,VendorA,Evergreen
P000732,Apparel,Socks,57.84,89.12,VendorB,Giftable
P000733,Footwear,Slippers,38.49,65.49,VendorB,Winter
P000734,Beauty,Cosmetics,77.95,150.8,VendorE,Winter
P000735,Jewelry,Necklace,30.13,39.35,VendorE,Giftable
P000736,Books,Children,23.12,40.24,VendorD,Giftable
P000737,Footwear,Boots,18.27,35.84,VendorB,Giftable
P000738,Home,Kitchen,73.4,125.86,VendorA,Giftable
P000739,Toys,Puzzles,19.26,35.25,VendorE,Giftable
P000740,Toys,Action Figures,109.07,178.18,VendorA,Giftable
P000741,Jewelry,Bracelet,59.15,90.04,VendorC,Evergreen
P000742,Toys,Board Games,35.47,59.79,VendorC,Giftable
P000743,Books,Fiction,158.15,295.47,VendorE,Giftable
P000744,Books,Children,122.27,202.35,VendorB,Giftable
P000745,Beauty,Fragrance,187.42,259.15,VendorA,Giftable
P000746,Books,Fiction,177.41,251.37,VendorC,Giftable
P000747,Home,Bedding,23.26,31.41,VendorE,Giftable
P000748,Sports,Fitness,8.37,11.82,VendorE,Winter
P000749,Apparel,Outerwear,186.59,328.99,VendorA,Giftable
P000750,Footwear,Slippers,101.68,189.08,VendorB,Winter
P000751,Apparel,Outerwear,49.81,98.41,VendorA,Evergreen
P000752,Grocery,Chocolate,141.17,275.19,VendorA,Evergreen
P000753,Sports,Fitness,196.46,268.36,VendorE,Winter
P000754,Books,Non-Fiction,36.05,58.2,VendorD,Evergreen
P000755,Beauty,Cosmetics,8.07,12.45,VendorA,Giftable
P000756,Apparel,Sweaters,180.95,259.47,VendorB,Evergreen
P000757,Jewelry,Earrings,15.99,21.34,VendorE,Evergreen
P000758,Home,Decor,24.88,40.25,VendorA,Giftable
P000759,Books,Children,180.0,285.7,VendorE,Evergreen
P000760,Beauty,Cosmetics,29.92,41.88,VendorC,Evergreen
P000761,Sports,Outdoor,127.23,187.76,VendorB,Evergreen
P000762,Footwear,Sneakers,20.94,40.57,VendorE,Giftable
P000763,Electronics,Gaming,188.25,249.95,VendorC,Giftable
P000764,Books,Fiction,86.0,144.34,VendorC,Giftable
P000765,Footwear,Slippers,189.79,266.75,VendorE,Winter
P000766,Sports,Cycling,168.51,318.31,VendorD,Giftable
P000767,Grocery,Coffee,81.81,136.07,VendorC,Evergreen
P000768,Home,Kitchen,175.11,306.32,VendorB,Giftable
P000769,Grocery,Chocolate,72.09,119.08,VendorC,Giftable
P000770,Sports,Fitness,85.0,139.34,VendorE,Giftable
P000771,Toys,Board Games,111.06,173.94,VendorC,Evergreen
P000772,Jewelry,Bracelet,46.39,68.08,VendorB,Giftable
P000773,Beauty,Fragrance,119.4,184.34,VendorC,Evergreen
P000774,Sports,Cycling,50.74,76.63,VendorE,Evergreen
P000775,Toys,Board Games,19.8,27.54,VendorA,Evergreen
P000776,Jewelry,Earrings,156.02,258.29,VendorE,Evergreen
P000777,Electronics,Smart Home,134.07,196.87,VendorB,Giftable
P000778,Electronics,Smart Home,9.47,17.9,VendorA,Giftable
P000779,Books,Children,159.29,263.73,VendorB,Evergreen
P000780,Electronics,Headphones,97.1,134.89,VendorA,Giftable
P000781,Beauty,Skincare,30.81,45.45,VendorB,Winter
P000782,Footwear,Boots,194.57,318.39,VendorE,Giftable
P000783,Toys,Board Games,125.38,220.46,VendorE,Winter
P000784,Sports,Fitness,168.74,276.11,VendorA,Winter
P000785,Books,Fiction,40.09,68.27,VendorD,Giftable
P000786,Footwear,Slippers,55.84,74.73,VendorA,Evergreen
P000787,Jewelry,Bracelet,131.0,258.52,VendorE,Winter
P000788,Footwear,Slippers,27.34,51.55,VendorE,Winter
P000789,Apparel,Socks,179.93,290.78,VendorA,Giftable
P000790,Electronics,Smart Home,125.39,236.45,VendorB,Winter
P000791,Grocery,Snacks,135.13,182.79,VendorC,Evergreen
P000792,Electronics,Headphones,158.79,228.51,VendorE,Giftable
P000793,Home,Bedding,147.44,251.94,VendorC,Giftable
P000794,Footwear,Sneakers,52.18,82.03,VendorE,Winter
P000795,Apparel,Sweaters,63.91,122.72,VendorA,Winter
P000796,Books,Children,62.7,93.39,VendorC,Evergreen
P000797,Grocery,Chocolate,150.26,234.12,VendorA,Winter
P000798,Home,Bedding,145.59,251.83,VendorA,Giftable
P000799,Books,Children,53.93,95.13,VendorD,Giftable
P000800,Jewelry,Bracelet,178.57,344.5,VendorE,Winter
P000801,Footwear,Slippers,7.7,10.56,VendorD,Evergreen
P000802,Toys,Board Games,185.59,261.6,VendorB,Giftable
P000803,Beauty,Fragrance,79.14,112.67,VendorC,Winter
P000804,Home,Bedding,91.51,158.96,VendorC,Giftable
P000805,Books,Children,145.07,234.61,VendorA,Giftable
P000806,Jewelry,Bracelet,132.18,251.19,VendorC,Evergreen
P000807,Grocery,Snacks,13.5,22.19,VendorB,Winter
P000808,Beauty,Cosmetics,171.56,297.79,VendorE,Winter
P000809,Electronics,Headphones,64.29,86.69,VendorA,Evergreen
P000810,Sports,Fitness,16.28,32.27,VendorA,Winter
P000811,Apparel,Sweaters,47.48,65.78,VendorB,Giftable
P000812,Grocery,Snacks,152.52,233.24,VendorB,Giftable
P000813,Jewelry,Earrings,31.93,57.91,VendorD,Winter
P000814,Books,Non-Fiction,132.64,217.59,VendorA,Winter
P000815,Books,Children,59.13,103.53,VendorD,Evergreen
P000816,Beauty,Fragrance,67.57,107.59,VendorC,Evergreen
P000817,Electronics,Smart Home,165.81,299.62,VendorA,Winter
P000818,Grocery,Coffee,162.99,273.45,VendorA,Giftable
P000819,Home,Kitchen,176.12,316.0,VendorC,Giftable
P000820,Jewelry,Earrings,134.39,254.8,VendorA,Winter
P000821,Toys,Board Games,137.08,264.3,VendorC,Winter
P000822,Footwear,Slippers,181.81,277.23,VendorB,Evergreen
P000823,Apparel,Outerwear,22.38,30.4,VendorE,Giftable
P000824,Apparel,Socks,186.22,355.89,VendorD,Giftable
P000825,Apparel,Outerwear,142.33,262.52,VendorA,Giftable
P000826,Toys,Puzzles,7.1,12.83,VendorE,Winter
P000827,Electronics,Headphones,93.92,187.64,VendorD,Evergreen
P000828,Apparel,Sweaters,70.02,112.76,VendorB,Evergreen
P000829,Home,Decor,40.06,65.74,VendorE,Winter
P000830,Footwear,Boots,162.6,224.05,VendorB,Evergreen
P000831,Books,Children,169.16,331.45,VendorC,Giftable
